date,device_id,timestamp,interval_index,raw_switch_1,raw_add_ele,raw_cur_current,raw_cur_power,raw_cur_voltage,proc_power_w,proc_voltage_v,proc_current_a,proc_is_active,proc_total_kwh_accumulated,weather_temp,weather_humidity,weather_pressure,raw_countdown_1,raw_voltage_coe,raw_electric_coe,raw_power_coe,raw_electricity_coe,raw_fault,raw_relay_status,raw_overcharge_switch,raw_light_mode,raw_child_lock,raw_cycle_time,raw_random_time,raw_switch_inching
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 22:50:00,41,True,9,526,142,2301,14.24,230.17,0.527,True,0.0937,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:00:00,42,True,9,523,141,2297,14.12,229.74,0.523,True,0.096,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:10:00,43,True,9,380,102,2301,10.28,230.15,0.38,True,0.0977,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:20:00,44,True,9,156,42,2312,4.25,231.24,0.156,True,0.0984,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:30:00,45,True,9,79,21,2301,2.15,230.1,0.079,True,0.0988,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:40:00,46,True,10,0,359,2300,36.0,230.01,0.0,True,0.1048,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-02 23:50:00,47,True,11,0,359,2297,36.0,229.73,0.0,True,0.1108,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:00:00,48,True,11,231,62,2293,6.23,229.38,0.231,True,0.1118,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:10:00,49,True,11,691,186,2302,18.7,230.29,0.691,True,0.1149,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:20:00,50,True,11,616,166,2304,16.67,230.45,0.616,True,0.1177,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:30:00,51,True,12,539,146,2307,14.62,230.76,0.539,True,0.1202,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:40:00,52,True,12,76,20,2307,2.08,230.72,0.077,True,0.1205,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 00:50:00,53,True,12,154,41,2317,4.19,231.74,0.154,True,0.1212,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:00:00,54,True,12,153,41,2304,4.17,230.49,0.154,True,0.1219,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:10:00,55,True,12,147,39,2308,4.0,230.82,0.147,True,0.1226,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:20:00,56,True,12,452,123,2315,12.31,231.55,0.453,True,0.1246,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:30:00,57,True,12,606,164,2315,16.49,231.5,0.607,True,0.1274,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:40:00,58,True,12,463,125,2301,12.53,230.16,0.464,True,0.1295,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 01:50:00,59,True,13,310,84,2302,8.41,230.24,0.311,True,0.1309,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:00:00,60,True,13,153,41,2297,4.13,229.7,0.153,True,0.1315,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:10:00,61,True,13,312,84,2287,8.41,228.76,0.313,True,0.1329,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:20:00,62,True,13,149,40,2296,4.03,229.62,0.149,True,0.1336,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:30:00,63,True,13,542,145,2282,14.54,228.26,0.542,True,0.136,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:40:00,64,True,13,458,123,2286,12.31,228.6,0.458,True,0.1381,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 02:50:00,65,True,14,536,144,2290,14.42,229.03,0.536,True,0.1405,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:00:00,66,True,14,528,142,2291,14.21,229.1,0.528,True,0.1429,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:10:00,67,True,14,604,162,2286,16.22,228.66,0.604,True,0.1456,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:20:00,68,True,14,594,160,2300,16.05,230.09,0.594,True,0.1482,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:30:00,69,True,14,288,77,2300,7.8,230.0,0.289,True,0.1495,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:40:00,70,True,15,287,77,2304,7.78,230.42,0.287,True,0.1508,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 03:50:00,71,False,15,0,0,2310,0.0,231.03,0.0,False,0.1508,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:00:00,72,True,15,75,20,2315,2.04,231.52,0.075,True,0.1512,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:10:00,73,True,15,333,89,2282,8.95,228.22,0.334,True,0.1527,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:20:00,74,True,15,229,61,2293,6.19,229.38,0.23,True,0.1537,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:30:00,75,True,15,231,61,2276,6.19,227.65,0.232,True,0.1547,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:40:00,76,True,15,306,81,2266,8.15,226.6,0.306,True,0.1561,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 04:50:00,77,True,15,403,108,2282,10.82,228.22,0.404,True,0.1579,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:00:00,78,True,15,403,108,2282,10.82,228.22,0.404,True,0.1597,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:10:00,79,True,16,394,105,2278,10.55,227.8,0.394,True,0.1615,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:20:00,80,False,16,0,0,2279,0.0,227.93,0.0,False,0.1615,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:30:00,81,False,16,0,0,2279,0.0,227.93,0.0,False,0.1615,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:40:00,82,False,16,0,0,2295,0.0,229.57,0.0,False,0.1615,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 05:50:00,83,True,16,387,103,2285,10.4,228.54,0.387,True,0.1632,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:00:00,84,True,16,318,84,2267,8.49,226.78,0.319,True,0.1646,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:10:00,85,True,16,320,85,2281,8.57,228.12,0.32,True,0.166,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:20:00,86,True,16,318,85,2277,8.52,227.7,0.319,True,0.1674,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:30:00,87,True,17,0,359,2256,36.0,225.6,0.0,True,0.1734,24.62,73.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:40:00,88,True,17,467,125,2287,12.55,228.7,0.467,True,0.1755,,,,,,,,,,,,,,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 06:50:00,89,True,18,0,359,2256,36.0,225.6,0.0,True,0.1815,24.62,73.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:00:00,90,True,18,0,359,2256,36.0,225.6,0.0,True,0.1875,24.62,73.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:10:00,91,True,19,1047,187,2269,18.76,226.9,1.047,True,0.1907,24.62,75.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:20:00,92,True,19,1032,185,2240,18.56,224.0,1.032,True,0.1938,24.62,75.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:30:00,93,True,19,1032,185,2240,18.56,224.0,1.032,True,0.1969,24.18,78.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:40:00,94,True,19,1018,178,2273,17.87,227.3,1.018,True,0.1998,24.18,78.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 07:50:00,95,True,20,1018,178,2273,17.87,227.3,1.018,True,0.2028,24.18,78.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:00:00,96,True,20,0,359,2294,36.0,229.4,0.0,True,0.2088,24.62,75.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:10:00,97,True,21,0,359,2294,36.0,229.4,0.0,True,0.2148,24.43,76.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:20:00,98,True,22,0,359,2294,36.0,229.4,0.0,True,0.2208,24.34,76.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:30:00,99,True,22,0,359,2294,36.0,229.4,0.0,True,0.2268,24.34,76.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:40:00,100,True,22,1065,189,2316,18.99,231.6,1.065,True,0.23,24.29,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 08:50:00,101,True,23,1065,189,2316,18.99,231.6,1.065,True,0.2331,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:00:00,102,True,23,1065,189,2316,18.99,231.6,1.065,True,0.2363,23.95,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:10:00,103,True,23,1065,189,2316,18.99,231.6,1.065,True,0.2395,23.95,77.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:20:00,104,True,24,1065,189,2316,18.99,231.6,1.065,True,0.2426,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:30:00,105,True,24,0,359,2281,36.0,228.1,0.0,True,0.2486,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:40:00,106,True,25,0,359,2281,36.0,228.1,0.0,True,0.2546,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 09:50:00,107,True,25,1046,187,2290,18.76,229.0,1.046,True,0.2578,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:00:00,108,True,26,1046,187,2290,18.76,229.0,1.046,True,0.2609,23.89,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:10:00,109,True,26,1046,187,2290,18.76,229.0,1.046,True,0.264,23.84,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:20:00,110,True,26,1046,187,2290,18.76,229.0,1.046,True,0.2671,23.56,80.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:30:00,111,True,27,0,359,2307,36.0,230.7,0.0,True,0.2731,23.56,80.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:40:00,112,True,27,0,359,2307,36.0,230.7,0.0,True,0.2791,23.89,77.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 10:50:00,113,True,28,0,359,2307,36.0,230.7,0.0,True,0.2851,23.89,77.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:00:00,114,True,29,0,359,2307,36.0,230.7,0.0,True,0.2911,23.89,77.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:10:00,115,True,29,1055,189,2290,18.99,229.0,1.055,True,0.2943,23.76,78.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:20:00,116,True,29,1055,189,2290,18.99,229.0,1.055,True,0.2975,23.76,77.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:30:00,117,True,30,1055,189,2290,18.99,229.0,1.055,True,0.3006,23.84,77.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:40:00,118,True,30,1055,189,2290,18.99,229.0,1.055,True,0.3038,23.76,78.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 11:50:00,119,True,30,0,359,2320,36.0,232.0,0.0,True,0.3098,23.76,78.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:00:00,120,True,31,0,359,2320,36.0,232.0,0.0,True,0.3158,23.81,78.0,1013.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:10:00,121,True,32,0,359,2320,36.0,232.0,0.0,True,0.3218,23.76,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:20:00,122,True,32,0,359,2320,36.0,232.0,0.0,True,0.3278,23.84,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:30:00,123,True,33,0,359,2320,36.0,232.0,0.0,True,0.3338,23.79,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:40:00,124,True,33,1060,191,2298,19.12,229.8,1.06,True,0.337,23.65,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 12:50:00,125,True,34,1060,191,2298,19.12,229.8,1.06,True,0.3402,23.71,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:00:00,126,True,34,1060,191,2298,19.12,229.8,1.06,True,0.3434,23.71,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:10:00,127,True,34,1060,191,2298,19.12,229.8,1.06,True,0.3465,23.4,77.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:20:00,128,True,35,0,359,2316,36.0,231.6,0.0,True,0.3525,,,,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:30:00,129,True,35,0,359,2316,36.0,231.6,0.0,True,0.3585,23.2,78.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:40:00,130,True,36,0,359,2316,36.0,231.6,0.0,True,0.3645,23.28,78.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 13:50:00,131,True,37,0,359,2316,36.0,231.6,0.0,True,0.3705,,,,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:00:00,132,True,37,1069,193,2320,19.31,232.0,1.069,True,0.3738,23.2,78.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:10:00,133,True,37,1069,193,2320,19.31,232.0,1.069,True,0.377,23.2,78.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:20:00,134,True,38,1069,193,2320,19.31,232.0,1.069,True,0.3802,23.15,79.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:30:00,135,True,38,1069,193,2320,19.31,232.0,1.069,True,0.3834,23.15,79.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:40:00,136,True,38,0,359,2302,36.0,230.2,0.0,True,0.3894,23.2,79.0,1014.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 14:50:00,137,True,39,0,359,2302,36.0,230.2,0.0,True,0.3954,23.38,80.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:00:00,138,True,40,0,359,2302,36.0,230.2,0.0,True,0.4014,23.51,79.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:10:00,139,True,40,0,359,2302,36.0,230.2,0.0,True,0.4074,23.51,79.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:20:00,140,True,41,1047,191,2277,19.16,227.7,1.047,True,0.4106,23.56,79.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:30:00,141,True,41,1038,187,2281,18.79,228.1,1.038,True,0.4137,23.56,79.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:40:00,142,True,41,1038,187,2281,18.79,228.1,1.038,True,0.4169,23.96,78.0,1015.0,0,559,30058,15968,2610,0,last,False,relay,False,,,
2026-01-03,a3986d20c19f33c7c107fw,2026-01-03 15:50:00,143,True,41,1038,187,2281,18.79,228.1,1.038,True,0.42,,,,0,559,30058,15968,2610,0,last,False,relay,False,,,
