device_id,hour_ts,e_hour_kwh,kwh_start,kwh_end,kwh_net,recon_dev_pct,hour_tags,temperature,humidity,rainfall,wx_tags,hour_of_day,day_of_week,is_weekend,is_holiday,lag_24,lag_168,rolling_mean_24,rolling_mean_168
a3986d20c19f33c7c107fw,2026-01-03 08:00:00+08:00,0.0301716666666664,0.2088,0.2331,0.02429999999999999,24.163237311384417,HOURLY_RECON_GT_5PCT,24.5,79.0,0.0,WX_CLEANED,8,5,1,0,,,0.013498431372548777,0.013498431372548777
a3986d20c19f33c7c107fw,2026-01-03 09:00:00+08:00,0.0246458333333332,0.2363,0.2578,0.021499999999999964,14.63178294573601,HOURLY_RECON_GT_5PCT,25.4,75.0,0.0,WX_CLEANED,9,5,1,0,,,0.014117731481481245,0.014117731481481245
a3986d20c19f33c7c107fw,2026-01-03 10:00:00+08:00,0.0258633333333331,0.2609,0.2851,0.0242,6.873278236913636,HOURLY_RECON_GT_5PCT,25.9,72.0,0.0,WX_CLEANED,10,5,1,0,,,0.014735921052631343,0.014735921052631343
a3986d20c19f33c7c107fw,2026-01-03 11:00:00+08:00,0.024664999999999798,0.2911,0.3098,0.018699999999999994,31.898395721924093,HOURLY_RECON_GT_5PCT,26.9,67.0,0.0,WX_CLEANED,11,5,1,0,,,0.015232374999999765,0.015232374999999765
a3986d20c19f33c7c107fw,2026-01-03 12:00:00+08:00,0.031793333333333104,0.3158,0.3402,0.024399999999999977,30.300546448086614,HOURLY_RECON_GT_5PCT,27.2,66.0,0.0,WX_CLEANED,12,5,1,0,,,0.016020992063491828,0.016020992063491828
a3986d20c19f33c7c107fw,2026-01-03 13:00:00+08:00,0.0288933333333331,0.3434,0.3705,0.027100000000000013,6.617466174660838,HOURLY_RECON_GT_5PCT,26.9,66.0,0.0,WX_CLEANED,13,5,1,0,,,0.01660609848484825,0.01660609848484825
a3986d20c19f33c7c107fw,2026-01-03 14:00:00+08:00,0.0248183333333329,0.3738,0.3954,0.021599999999999953,14.899691358022944,HOURLY_RECON_GT_5PCT,27.4,62.0,0.0,WX_CLEANED,14,5,1,0,,,0.0169631521739128,0.0169631521739128
a3986d20c19f33c7c107fw,2026-01-03 15:00:00+08:00,0.0259966666666663,0.4014,0.42,0.018600000000000005,39.76702508960373,HOURLY_RECON_GT_5PCT,26.6,64.0,0.0,WX_CLEANED,15,5,1,0,,,0.017339548611110863,0.017339548611110863
a3986d20c19f33c7c107fw,2026-01-03 16:00:00+08:00,0.0642416666666664,0.0194,0.0731,0.0537,19.63066418373633,HOURLY_RECON_GT_5PCT,26.1,66.0,0.0,WX_CLEANED,16,5,1,0,0.0117883333333332,,0.019525104166666415,0.019215633333333083
a3986d20c19f33c7c107fw,2026-01-03 17:00:00+08:00,0.0861366666666664,0.094,0.1529,0.05890000000000001,46.24221844934871,HOURLY_RECON_GT_5PCT,25.5,70.0,0.0,WX_CLEANED,17,5,1,0,0.0149883333333331,,0.0224896180555553,0.02178951923076898
a3986d20c19f33c7c107fw,2026-01-03 18:00:00+08:00,0.11474249999999961,0.1734,0.2738,0.10039999999999999,14.285358565736676,HOURLY_RECON_GT_5PCT,25.2,71.0,0.0,WX_CLEANED,18,5,1,0,0.0173616666666664,,0.026547152777777517,0.02523222222222197
a3986d20c19f33c7c107fw,2026-01-03 19:00:00+08:00,0.08738249999999981,0.2932,0.3558,0.06259999999999999,39.588658146964576,HOURLY_RECON_GT_5PCT,24.8,76.0,0.0,WX_CLEANED,19,5,1,0,0.014018333333333199,,0.02960399305555529,0.027451874999999747
a3986d20c19f33c7c107fw,2026-01-03 20:00:00+08:00,0.0846916666666664,0.3762,0.4465,0.07030000000000003,20.471787577050307,HOURLY_RECON_GT_5PCT,24.7,79.0,0.0,WX_CLEANED,20,5,1,0,0.0086066666666664,,0.032774201388888625,0.029425660919539978
a3986d20c19f33c7c107fw,2026-01-03 21:00:00+08:00,0.1105658333333331,0.4669,0.5516,0.0847,30.538173947264585,HOURLY_RECON_GT_5PCT,24.4,85.0,0.0,WX_CLEANED,21,5,1,0,0.0139199999999997,,0.03680111111111085,0.03213033333333308
a3986d20c19f33c7c107fw,2026-01-03 22:00:00+08:00,0.0898016666666664,0.5599,0.6472,0.08730000000000004,2.865597556318854,,24.1,88.0,0.0,WX_CLEANED,22,5,1,0,0.0116374999999998,,0.040057951388888624,0.03399069892473093
a3986d20c19f33c7c107fw,2026-01-03 23:00:00+08:00,0.0666016666666662,0.667,0.7081,0.041099999999999914,62.04785077047771,HOURLY_RECON_GT_5PCT,23.6,89.0,0.0,WX_CLEANED,23,5,1,0,0.0152566666666663,,0.04219732638888862,0.03500979166666641
a3986d20c19f33c7c107fw,2026-01-04 00:00:00+08:00,0.0896199999999997,0.7283,0.7959,0.0676000000000001,32.57396449704077,HOURLY_RECON_GT_5PCT,23.3,85.0,0.0,WX_CLEANED,0,6,1,0,0.0128108333333331,,0.045397708333333064,0.0366646464646462
a3986d20c19f33c7c107fw,2026-01-04 01:00:00+08:00,0.0899858333333329,0.8041,0.8938,0.0897,0.31865477517603363,,23.1,82.0,0.0,WX_CLEANED,1,6,1,0,0.009322499999999699,,0.04875868055555529,0.0382329166666664
a3986d20c19f33c7c107fw,2026-01-04 02:00:00+08:00,0.1159999999999997,0.9141,1.0098,0.09570000000000001,21.21212121212089,HOURLY_RECON_GT_5PCT,23.2,82.0,0.0,WX_CLEANED,2,6,1,0,0.0091741666666665,,0.053209756944444166,0.040454833333333065
a3986d20c19f33c7c107fw,2026-01-04 03:00:00+08:00,0.086160833333333,1.0286,1.0907,0.062100000000000044,38.745303274288155,HOURLY_RECON_GT_5PCT,23.0,82.0,0.0,WX_CLEANED,3,6,1,0,0.0109874999999997,,0.05634197916666639,0.041724444444444175
a3986d20c19f33c7c107fw,2026-01-04 04:00:00+08:00,0.1147616666666665,1.1108,1.2114,0.10060000000000002,14.07720344599053,HOURLY_RECON_GT_5PCT,22.9,83.0,0.0,WX_CLEANED,4,6,1,0,0.0061233333333332,,0.0608685763888886,0.04369842342342316
a3986d20c19f33c7c107fw,2026-01-04 05:00:00+08:00,0.0837599999999997,1.2316,1.2959,0.06430000000000002,30.264385692067908,HOURLY_RECON_GT_5PCT,22.7,83.0,0.0,WX_CLEANED,5,6,1,0,0.0044666666666664,,0.0641724652777775,0.04475267543859623
a3986d20c19f33c7c107fw,2026-01-04 06:00:00+08:00,0.1219999999999996,1.3165,1.4179,0.10139999999999993,20.31558185404307,HOURLY_RECON_GT_5PCT,22.5,82.0,0.0,WX_CLEANED,6,6,1,0,0.016175833333333,,0.06858180555555526,0.0467333760683758
a3986d20c19f33c7c107fw,2026-01-04 07:00:00+08:00,0.0609274999999998,1.4261,1.4796,0.0535000000000001,13.883177570092867,HOURLY_RECON_GT_5PCT,22.5,81.0,0.0,WX_CLEANED,7,6,1,0,0.0226633333333331,,0.07017614583333305,0.0470882291666664
a3986d20c19f33c7c107fw,2026-01-04 08:00:00+08:00,0.10522583333333299,1.5002,1.5786,0.07840000000000003,34.21662414965939,HOURLY_RECON_GT_5PCT,23.9,78.0,0.0,WX_CLEANED,8,6,1,0,0.0301716666666664,,0.07330340277777748,0.04850621951219485
a3986d20c19f33c7c107fw,2026-01-04 09:00:00+08:00,0.09376749999999989,1.5868,1.6787,0.09190000000000009,2.032100108813708,,24.6,73.0,0.0,WX_CLEANED,9,6,1,0,0.0246458333333332,,0.07618347222222192,0.04958386904761879
a3986d20c19f33c7c107fw,2026-01-04 10:00:00+08:00,0.0683674999999995,1.6997,1.7407,0.040999999999999925,66.74999999999908,HOURLY_RECON_GT_5PCT,25.4,71.0,0.0,WX_CLEANED,10,6,1,0,0.0258633333333331,,0.07795447916666637,0.05002069767441834
a3986d20c19f33c7c107fw,2026-01-04 11:00:00+08:00,0.113828333333333,1.7618,1.8545,0.0927,22.792161093131604,HOURLY_RECON_GT_5PCT,27.0,66.0,0.0,WX_CLEANED,11,6,1,0,0.024664999999999798,,0.08166961805555524,0.05147087121212093
a3986d20c19f33c7c107fw,2026-01-04 12:00:00+08:00,0.0683933333333328,1.8627,1.9293,0.06659999999999999,2.692692692691913,,27.7,61.0,0.0,WX_CLEANED,12,6,1,0,0.031793333333333104,,0.08319461805555524,0.051846925925925644
a3986d20c19f33c7c107fw,2026-01-04 13:00:00+08:00,0.0902716666666664,1.9492,2.0137,0.0645,39.95607235142077,HOURLY_RECON_GT_5PCT,27.8,60.0,0.0,WX_CLEANED,13,6,1,0,0.0288933333333331,,0.0857520486111108,0.05268224637681131
a3986d20c19f33c7c107fw,2026-01-04 14:00:00+08:00,0.116848333333333,2.0342,2.1367,0.10250000000000004,13.998373983739471,HOURLY_RECON_GT_5PCT,28.6,57.0,0.0,WX_CLEANED,14,6,1,0,0.0248183333333329,,0.08958663194444415,0.05404748226950326
a3986d20c19f33c7c107fw,2026-01-04 15:00:00+08:00,0.1087149999999997,2.1557,2.24,0.08430000000000026,28.962040332146337,HOURLY_RECON_GT_5PCT,28.4,57.0,0.0,WX_CLEANED,15,6,1,0,0.0259966666666663,,0.09303322916666636,0.055186388888888604
a3986d20c19f33c7c107fw,2026-01-04 16:00:00+08:00,0.0882258333333331,0.0099,0.0959,0.086,2.5881782945733813,,28.2,57.0,0.0,WX_CLEANED,16,6,1,0,0.0642416666666664,,0.09403256944444414,0.055860663265305845
a3986d20c19f33c7c107fw,2026-01-04 17:00:00+08:00,0.0839049999999999,0.1178,0.1731,0.0553,51.726943942133616,HOURLY_RECON_GT_5PCT,27.1,65.0,0.0,WX_CLEANED,17,6,1,0,0.0861366666666664,,0.09393958333333303,0.05642154999999972
a3986d20c19f33c7c107fw,2026-01-04 18:00:00+08:00,0.1179949999999998,0.195,0.2911,0.09610000000000002,22.7835587929238,HOURLY_RECON_GT_5PCT,26.1,69.0,0.0,WX_CLEANED,18,6,1,0,0.11474249999999961,,0.09407510416666637,0.057628872549019335
a3986d20c19f33c7c107fw,2026-01-04 19:00:00+08:00,0.084395833333333,0.2994,0.3823,0.08289999999999997,1.8043827905102898,,25.4,74.0,0.0,WX_CLEANED,19,6,1,0,0.08738249999999981,,0.0939506597222219,0.05814362179487152
a3986d20c19f33c7c107fw,2026-01-04 20:00:00+08:00,0.0842958333333332,0.4043,0.4598,0.055499999999999994,51.884384384384155,HOURLY_RECON_GT_5PCT,24.8,83.0,0.0,WX_CLEANED,20,6,1,0,0.0846916666666664,,0.09393416666666637,0.058637059748427395
a3986d20c19f33c7c107fw,2026-01-04 21:00:00+08:00,0.1196016666666662,0.482,0.5793,0.09730000000000005,22.92052072627558,HOURLY_RECON_GT_5PCT,25.1,78.0,0.0,WX_CLEANED,21,6,1,0,0.1105658333333331,,0.09431065972222191,0.05976603395061701
a3986d20c19f33c7c107fw,2026-01-04 22:00:00+08:00,0.0862816666666663,0.5877,0.6728,0.08509999999999995,1.38856247551862,,24.7,81.0,0.0,WX_CLEANED,22,6,1,0,0.0898016666666664,,0.09416399305555524,0.06024813636363608
a3986d20c19f33c7c107fw,2026-01-04 23:00:00+08:00,0.10068166666666631,0.6956,0.7663,0.07069999999999999,42.40688354549693,HOURLY_RECON_GT_5PCT,24.5,82.0,0.0,WX_CLEANED,23,6,1,0,0.0666016666666662,,0.09558399305555525,0.06097016369047591
a3986d20c19f33c7c107fw,2026-01-05 00:00:00+08:00,0.0944033333333331,0.7747,0.8679,0.09319999999999995,1.2911301859797792,,24.3,82.0,0.0,WX_CLEANED,0,0,0,0,0.0896199999999997,,0.0957832986111108,0.06155671052631551
a3986d20c19f33c7c107fw,2026-01-05 01:00:00+08:00,0.0788291666666665,0.8763,0.9404,0.06410000000000005,22.978419136765133,HOURLY_RECON_GT_5PCT,23.9,85.0,0.0,WX_CLEANED,1,0,0,0,0.0899858333333329,,0.0953184374999997,0.0618545114942526
a3986d20c19f33c7c107fw,2026-01-05 02:00:00+08:00,0.0906016666666664,0.9454,1.0373,0.09190000000000009,1.4127675009071723,,23.8,87.0,0.0,WX_CLEANED,2,0,0,0,0.1159999999999997,,0.09426017361111082,0.0623417514124291
a3986d20c19f33c7c107fw,2026-01-05 03:00:00+08:00,0.1047999999999997,1.0583,1.1421,0.08379999999999987,25.059665871121545,HOURLY_RECON_GT_5PCT,23.5,87.0,0.0,WX_CLEANED,3,0,0,0,0.086160833333333,,0.09503680555555527,0.06304938888888861
a3986d20c19f33c7c107fw,2026-01-05 04:00:00+08:00,0.0590016666666664,1.1446,1.2121,0.0674999999999999,12.590123456790387,HOURLY_RECON_GT_5PCT,23.4,85.0,0.0,WX_CLEANED,4,0,0,0,0.1147616666666665,,0.09271347222222193,0.06298303278688497
a3986d20c19f33c7c107fw,2026-01-05 05:00:00+08:00,0.0972649999999998,1.234,1.3201,0.08610000000000007,12.967479674796426,HOURLY_RECON_GT_5PCT,23.0,85.0,0.0,WX_CLEANED,5,0,0,0,0.0837599999999997,,0.09327618055555525,0.0635359677419352
a3986d20c19f33c7c107fw,2026-01-05 06:00:00+08:00,0.0857924999999996,1.3416,1.4061,0.0645,33.01162790697612,HOURLY_RECON_GT_5PCT,22.9,85.0,0.0,WX_CLEANED,6,0,0,0,0.1219999999999996,,0.09176753472222193,0.06388924603174576
a3986d20c19f33c7c107fw,2026-01-05 07:00:00+08:00,0.074065833333333,1.4161,1.4742,0.05810000000000004,27.479919678714193,HOURLY_RECON_GT_5PCT,23.0,84.0,0.0,WX_CLEANED,7,0,0,0,0.0609274999999998,,0.09231496527777748,0.06404825520833306
a3986d20c19f33c7c107fw,2026-01-05 08:00:00+08:00,0.0991508333333328,1.4825,1.5803,0.09780000000000011,1.3812201772317882,,24.0,79.0,0.0,WX_CLEANED,8,0,0,0,0.10522583333333299,,0.09206184027777747,0.0645882948717946
a3986d20c19f33c7c107fw,2026-01-05 09:00:00+08:00,0.0643183333333331,1.5886,1.6448,0.05620000000000003,14.445432977460982,HOURLY_RECON_GT_5PCT,25.2,76.0,0.0,WX_CLEANED,9,0,0,0,0.09376749999999989,,0.09083479166666636,0.06458420454545426
a3986d20c19f33c7c107fw,2026-01-05 10:00:00+08:00,0.1006674999999997,1.6676,1.7382,0.0706,42.58852691218089,HOURLY_RECON_GT_5PCT,26.6,70.0,0.0,WX_CLEANED,10,0,0,0,0.0683674999999995,,0.0921806249999997,0.06512276119402957
a3986d20c19f33c7c107fw,2026-01-05 11:00:00+08:00,0.1020849999999998,1.7466,1.8478,0.10120000000000018,0.8745059288533801,,28.0,65.0,0.0,WX_CLEANED,11,0,0,0,0.113828333333333,,0.09169131944444414,0.06566632352941149
a3986d20c19f33c7c107fw,2026-01-05 12:00:00+08:00,0.1079391666666664,1.8561,1.9555,0.09939999999999993,8.59071093226004,HOURLY_RECON_GT_5PCT,28.9,63.0,0.0,WX_CLEANED,12,0,0,0,0.0683933333333328,,0.09333906249999972,0.06627897342995141
a3986d20c19f33c7c107fw,2026-01-05 13:00:00+08:00,0.1284999999999998,1.9783,2.084,0.10570000000000013,21.570482497634487,HOURLY_RECON_GT_5PCT,28.7,64.0,0.1,WX_CLEANED,13,0,0,0,0.0902716666666664,,0.09493190972222194,0.06716784523809496
a3986d20c19f33c7c107fw,2026-01-05 14:00:00+08:00,0.0890774999999998,2.1048,2.1736,0.06879999999999997,29.473110465116036,HOURLY_RECON_GT_5PCT,28.1,65.0,0.1,WX_CLEANED,14,0,0,0,0.116848333333333,,0.0937747916666664,0.06747643192488235
a3986d20c19f33c7c107fw,2026-01-05 15:00:00+08:00,0.1224249999999999,2.1955,2.29,0.09450000000000003,29.550264550264398,HOURLY_RECON_GT_5PCT,27.5,69.0,0.2,WX_CLEANED,15,0,0,0,0.1087149999999997,,0.0943460416666664,0.06823960648148121
a3986d20c19f33c7c107fw,2026-01-05 16:00:00+08:00,0.0701016666666662,0.0078,0.0773,0.06949999999999999,0.8657074340520994,,27.0,72.0,0.1,WX_CLEANED,16,0,0,0,0.0882258333333331,,0.09359086805555528,0.06826511415525087
a3986d20c19f33c7c107fw,2026-01-05 17:00:00+08:00,0.0956891666666665,0.099,0.166,0.067,42.819651741293285,HOURLY_RECON_GT_5PCT,25.9,80.0,0.7,WX_CLEANED,17,0,0,0,0.0839049999999999,,0.09408187499999972,0.06863570945945918
a3986d20c19f33c7c107fw,2026-01-05 18:00:00+08:00,0.1227149999999996,0.189,0.2887,0.09970000000000001,23.084252758274413,HOURLY_RECON_GT_5PCT,25.6,82.0,0.0,WX_CLEANED,18,0,0,0,0.1179949999999998,,0.09427854166666638,0.06935676666666639
a3986d20c19f33c7c107fw,2026-01-05 19:00:00+08:00,0.08551666666666649,0.2966,0.3818,0.0852,0.37167449139259745,,25.7,82.0,0.0,WX_CLEANED,19,0,0,0,0.084395833333333,,0.09432524305555529,0.06956939692982429
a3986d20c19f33c7c107fw,2026-01-05 20:00:00+08:00,0.08551666666666649,0.405,0.4596,0.05459999999999998,56.623931623931355,HOURLY_RECON_GT_5PCT,25.2,85.0,0.3,WX_CLEANED,20,0,0,0,0.0842958333333332,,0.09437611111111083,0.06977650432900405
a3986d20c19f33c7c107fw,2026-01-05 21:00:00+08:00,0.1330691666666663,0.4831,0.6005,0.11740000000000006,13.34681998864244,HOURLY_RECON_GT_5PCT,25.1,87.0,0.1,WX_CLEANED,21,0,0,0,0.1196016666666662,,0.09493725694444416,0.07058794871794845
a3986d20c19f33c7c107fw,2026-01-05 22:00:00+08:00,0.0921599999999997,0.6084,0.6923,0.08389999999999997,9.845053635279772,HOURLY_RECON_GT_5PCT,24.9,87.0,0.1,WX_CLEANED,22,0,0,0,0.0862816666666663,,0.09518218749999972,0.07086101265822757
a3986d20c19f33c7c107fw,2026-01-05 23:00:00+08:00,0.0842908333333331,0.715,0.7691,0.05410000000000004,55.80560690080046,HOURLY_RECON_GT_5PCT,24.8,88.0,0.1,WX_CLEANED,23,0,0,0,0.10068166666666631,,0.09449923611111084,0.07102888541666638
a3986d20c19f33c7c107fw,2026-01-06 00:00:00+08:00,0.10871999999999979,0.7924,0.8779,0.08550000000000002,27.157894736841826,HOURLY_RECON_GT_5PCT,24.5,91.0,0.0,WX_CLEANED,0,1,0,0,0.0944033333333331,,0.09509576388888863,0.07149420781892976
a3986d20c19f33c7c107fw,2026-01-06 01:00:00+08:00,0.1022199999999996,0.8858,0.988,0.10219999999999996,0.019569471623919088,,24.5,92.0,0.0,WX_CLEANED,1,1,0,0,0.0788291666666665,,0.09607038194444417,0.07186891260162574
a3986d20c19f33c7c107fw,2026-01-06 02:00:00+08:00,0.0786541666666665,0.9958,1.0666,0.07079999999999997,11.093455743879273,HOURLY_RECON_GT_5PCT,24.6,91.0,0.0,WX_CLEANED,2,1,0,0,0.0906016666666664,,0.09557256944444419,0.07195066265060214
a3986d20c19f33c7c107fw,2026-01-06 03:00:00+08:00,0.1023341666666664,1.0902,1.161,0.07079999999999997,44.539783427494974,HOURLY_RECON_GT_5PCT,24.5,90.0,0.0,WX_CLEANED,3,1,0,0,0.1047999999999997,,0.09546982638888861,0.07231237103174576
a3986d20c19f33c7c107fw,2026-01-06 04:00:00+08:00,0.1159941666666665,1.1689,1.2846,0.11569999999999991,0.25424949582245615,,24.4,89.0,0.1,WX_CLEANED,4,1,0,0,0.0590016666666664,,0.09784451388888864,0.07282627450980365
a3986d20c19f33c7c107fw,2026-01-06 05:00:00+08:00,0.1315999999999997,1.3077,1.4162,0.10849999999999982,21.29032258064508,HOURLY_RECON_GT_5PCT,24.5,87.0,0.1,WX_CLEANED,5,1,0,0,0.0972649999999998,,0.09927513888888861,0.07350968992248035
a3986d20c19f33c7c107fw,2026-01-06 06:00:00+08:00,0.0761783333333331,1.424,1.4927,0.06869999999999998,10.885492479378627,HOURLY_RECON_GT_5PCT,24.4,87.0,0.0,WX_CLEANED,6,1,0,0,0.0857924999999996,,0.09887454861111085,0.07354036398467406
a3986d20c19f33c7c107fw,2026-01-06 07:00:00+08:00,0.0986108333333332,1.5153,1.584,0.06869999999999998,43.53833090732638,HOURLY_RECON_GT_5PCT,24.4,88.0,0.0,WX_CLEANED,7,1,0,0,0.074065833333333,,0.09989725694444418,0.07382525568181791
a3986d20c19f33c7c107fw,2026-01-06 08:00:00+08:00,0.1045833333333333,1.5918,1.6961,0.10429999999999984,0.27165228507523403,,24.1,92.0,0.0,WX_CLEANED,8,1,0,0,0.0991508333333328,,0.10012361111111089,0.07417085205992482
a3986d20c19f33c7c107fw,2026-01-06 09:00:00+08:00,0.059453333333333004,1.7012,1.7556,0.054400000000000004,9.289215686273897,HOURLY_RECON_GT_5PCT,25.0,89.0,0.4,WX_CLEANED,9,1,0,0,0.0643183333333331,,0.09992090277777754,0.0740073240740738
a3986d20c19f33c7c107fw,2026-01-06 10:00:00+08:00,0.049328333333333196,1.7661,1.7973,0.031199999999999894,58.10363247863257,HOURLY_RECON_GT_5PCT,25.0,89.0,0.2,WX_CLEANED,10,1,0,0,0.1006674999999997,,0.0977817708333331,0.0737361263736261
a3986d20c19f33c7c107fw,2026-01-06 11:00:00+08:00,0.0690591666666665,1.7973,1.8702,0.07290000000000019,5.26863283036169,HOURLY_RECON_GT_5PCT,25.6,85.0,0.2,WX_CLEANED,11,1,0,0,0.1020849999999998,,0.0964056944444442,0.0736852898550722
a3986d20c19f33c7c107fw,2026-01-06 12:00:00+08:00,0.0646983333333333,1.8781,1.9426,0.0645,0.3074935400516285,,26.6,78.0,0.0,WX_CLEANED,12,1,0,0,0.1079391666666664,,0.09460399305555532,0.07358865591397823
a3986d20c19f33c7c107fw,2026-01-06 13:00:00+08:00,0.1161016666666664,1.9658,2.051,0.08520000000000016,36.269561815335884,HOURLY_RECON_GT_5PCT,27.4,76.0,0.0,WX_CLEANED,13,1,0,0,0.1284999999999998,,0.09408739583333313,0.07404092198581534
a3986d20c19f33c7c107fw,2026-01-06 14:00:00+08:00,0.0845341666666659,2.0588,2.143,0.08419999999999961,0.3968725257319359,,27.1,74.0,0.0,WX_CLEANED,14,1,0,0,0.0890774999999998,,0.09389809027777751,0.07415137719298219
a3986d20c19f33c7c107fw,2026-01-06 15:00:00+08:00,0.084434166666667,2.1658,2.22,0.05420000000000025,55.78259532595317,HOURLY_RECON_GT_5PCT,27.2,75.0,0.1,WX_CLEANED,15,1,0,0,0.1224249999999999,,0.09231513888888865,0.07425848958333307
a3986d20c19f33c7c107fw,2026-01-06 16:00:00+08:00,0.1042349999999999,0.0083,0.1045,0.0962,8.352390852390752,HOURLY_RECON_GT_5PCT,26.7,78.0,0.1,WX_CLEANED,16,1,0,0,0.0701016666666662,,0.0937373611111109,0.07456752577319561
a3986d20c19f33c7c107fw,2026-01-06 17:00:00+08:00,0.1180291666666664,0.1313,0.2296,0.0983,20.070362834858997,HOURLY_RECON_GT_5PCT,26.2,82.0,0.1,WX_CLEANED,17,1,0,0,0.0956891666666665,,0.09466819444444423,0.07501101190476164
a3986d20c19f33c7c107fw,2026-01-06 18:00:00+08:00,0.0859533333333331,0.2521,0.3141,0.062,38.63440860215017,HOURLY_RECON_GT_5PCT,25.9,87.0,0.0,WX_CLEANED,18,1,0,0,0.1227149999999996,,0.09313645833333312,0.07512154040404015
a3986d20c19f33c7c107fw,2026-01-06 19:00:00+08:00,0.1129541666666663,0.3371,0.4225,0.08539999999999998,32.264832162372755,HOURLY_RECON_GT_5PCT,25.6,91.0,0.1,WX_CLEANED,19,1,0,0,0.08551666666666649,,0.09427968749999978,0.0754998666666664
