device_id,timestamp,kWh,temperature,humidity,rainfall,hour_of_day,day_of_week,is_weekend,is_holiday,lag_24,lag_168,rolling_mean_24,rolling_mean_168
a3ed2fe218a724b4fepeni,2026-01-10 11:00:00,0.0,29.0,59.0,0.0,11,6,1,0,0.0,0.0,0.1321239572916666,0.1364958732142856
a3ed2fe218a724b4fepeni,2026-01-10 12:00:00,0.0225918916666663,30.2,54.0,0.0,12,6,1,0,0.0169602583333331,0.0138167333333331,0.1323586086805555,0.1365481062996031
a3ed2fe218a724b4fepeni,2026-01-10 13:00:00,0.2334066333333333,30.3,55.0,0.0,13,6,1,0,0.1752235916666666,0.1427468666666666,0.1347829020833332,0.137087747767857
a3ed2fe218a724b4fepeni,2026-01-10 14:00:00,0.3190922916666663,27.7,67.0,0.0,14,6,1,0,0.2395496916666663,0.1951504916666663,0.1380971770833332,0.1378254965773808
a3ed2fe218a724b4fepeni,2026-01-10 15:00:00,0.3536245083333333,28.0,65.0,0.4,15,6,1,0,0.2654738333333333,0.2162697333333333,0.1417701218749999,0.1386430845238094
a3ed2fe218a724b4fepeni,2026-01-10 16:00:00,0.4811687416666663,27.2,70.0,0.3,16,6,1,0,0.4478623499999998,0.5769562083333332,0.1431578881944444,0.1380729210317459
a3ed2fe218a724b4fepeni,2026-01-10 17:00:00,0.5385795333333333,27.1,69.0,0.0,17,6,1,0,0.5076751583333331,0.6665995083333329,0.144445570486111,0.1373108973710316
a3ed2fe218a724b4fepeni,2026-01-10 18:00:00,0.5514381249999994,27.0,71.0,0.0,18,6,1,0,0.5197959583333329,0.6825146249999996,0.1457639940972221,0.1365306801091269
a3ed2fe218a724b4fepeni,2026-01-10 19:00:00,0.5452830249999999,26.6,75.0,0.0,19,6,1,0,0.5139940083333333,0.6748964666666664,0.1470677031249999,0.1357591715277777
a3ed2fe218a724b4fepeni,2026-01-10 20:00:00,0.5139300833333331,26.1,78.0,0.5,20,6,1,0,0.484440125,0.6360909499999998,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-10 21:00:00,0.0,26.1,82.0,0.0,21,6,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-10 22:00:00,0.0,26.1,83.0,0.0,22,6,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-10 23:00:00,0.0,26.1,82.0,0.0,23,6,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 00:00:00,0.0,26.0,82.0,0.0,0,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 01:00:00,0.0,26.0,84.0,0.0,1,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 02:00:00,0.0,25.4,86.0,0.0,2,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 03:00:00,0.0,25.2,85.0,0.0,3,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 04:00:00,0.0,25.0,84.0,0.0,4,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 05:00:00,0.0,24.9,82.0,0.0,5,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 06:00:00,0.0,24.9,80.0,0.0,6,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 07:00:00,0.0,25.0,79.0,0.0,7,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 08:00:00,0.0,25.5,77.0,0.0,8,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 09:00:00,0.0,27.3,67.0,0.0,9,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 10:00:00,0.0,28.9,60.0,0.0,10,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 11:00:00,0.0,30.2,53.0,0.0,11,7,1,0,0.0,0.0,0.1482964513888888,0.1350320235119046
a3ed2fe218a724b4fepeni,2026-01-11 12:00:00,0.0239671666666663,30.5,52.0,0.0,12,7,1,0,0.0225918916666663,0.0296641583333331,0.1483537545138888,0.1349981128472221
a3ed2fe218a724b4fepeni,2026-01-11 13:00:00,0.2476150499999996,29.9,56.0,0.2,13,7,1,0,0.2334066333333333,0.3058602499999995,0.1489457718749998,0.1346514152281745
a3ed2fe218a724b4fepeni,2026-01-11 14:00:00,0.3385168249999996,29.9,59.0,0.2,14,7,1,0,0.3190922916666663,0.4189820916666663,0.1497551274305554,0.1341724553075396
a3ed2fe218a724b4fepeni,2026-01-11 15:00:00,0.3751511666666665,30.4,60.0,0.0,15,7,1,0,0.3536245083333333,0.4643243583333333,0.1506520715277776,0.1336416624999999
a3ed2fe218a724b4fepeni,2026-01-11 16:00:00,0.5101018499999999,27.25,76.5,7.2,16,7,1,0,0.4811687416666663,0.501564,0.1518576177083332,0.1336924830357142
a3ed2fe218a724b4fepeni,2026-01-11 17:00:00,0.5709384999999998,24.1,93.0,1.6,17,7,1,0,0.5385795333333333,0.5518240833333331,0.153205907986111,0.1338062593253967
a3ed2fe218a724b4fepeni,2026-01-11 18:00:00,0.5845696583333331,25.1,89.0,0.0,18,7,1,0,0.5514381249999994,0.564998933333333,0.1545863885416665,0.133922751736111
a3ed2fe218a724b4fepeni,2026-01-11 19:00:00,0.5780448416666665,25.9,85.0,0.0,19,7,1,0,0.5452830249999999,0.5586924499999996,0.155951464236111,0.1340379445436507
a3ed2fe218a724b4fepeni,2026-01-11 20:00:00,0.5448080916666665,27.1,74.0,0.0,20,7,1,0,0.5139300833333331,0.5265684666666666,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-11 21:00:00,0.0,27.1,69.0,0.0,21,7,1,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-11 22:00:00,0.0,26.8,68.0,0.0,22,7,1,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-11 23:00:00,0.0,26.1,69.0,0.0,23,7,1,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 00:00:00,0.0,25.7,71.0,0.0,0,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 01:00:00,0.0,25.1,75.0,0.0,1,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 02:00:00,0.0,25.2,76.0,0.0,2,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 03:00:00,0.0,24.6,79.0,0.1,3,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 04:00:00,0.0,24.2,81.0,0.0,4,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 05:00:00,0.0,24.1,79.0,0.0,5,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 06:00:00,0.0,24.0,79.0,0.0,6,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 07:00:00,0.0,24.0,79.0,0.0,7,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 08:00:00,0.0,25.4,71.0,0.0,8,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 09:00:00,0.0,26.5,65.0,0.0,9,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 10:00:00,0.0,27.6,61.0,0.0,10,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 11:00:00,0.0,28.6,56.0,0.0,11,1,0,0,0.0,0.0,0.1572380479166666,0.1341465137400793
a3ed2fe218a724b4fepeni,2026-01-12 12:00:00,0.0254071583333331,29.1,54.0,0.0,12,1,0,0,0.0239671666666663,0.024556583333333,0.1572980475694443,0.1341515766865078
a3ed2fe218a724b4fepeni,2026-01-12 13:00:00,0.262492283333333,29.3,54.0,0.0,13,1,0,0,0.2476150499999996,0.2534108333333329,0.1579179322916666,0.1342056329365078
a3ed2fe218a724b4fepeni,2026-01-12 14:00:00,0.3588556833333333,29.9,53.0,0.0,14,1,0,0,0.3385168249999996,0.3468415166666665,0.1587653847222221,0.1342771458333332
a3ed2fe218a724b4fepeni,2026-01-12 15:00:00,0.3976910166666663,30.5,51.0,0.0,15,1,0,0,0.3751511666666665,0.3843767499999997,0.1597045451388888,0.1343563974206348
a3ed2fe218a724b4fepeni,2026-01-12 16:00:00,0.4971962583333333,30.1,52.0,0.0,16,1,0,0,0.5101018499999999,0.4306918666666666,0.1591668121527777,0.1347522568948412
a3ed2fe218a724b4fepeni,2026-01-12 17:00:00,0.5532862166666663,29.1,57.0,0.0,17,1,0,0,0.5709384999999998,0.475285825,0.1584313003472221,0.1352165449404761
a3ed2fe218a724b4fepeni,2026-01-12 18:00:00,0.5664959916666664,27.9,60.0,0.0,18,1,0,0,0.5845696583333331,0.486633275,0.1576782309027777,0.1356919182539681
a3ed2fe218a724b4fepeni,2026-01-12 19:00:00,0.560172858333333,27.3,63.0,0.0,19,1,0,0,0.5780448416666665,0.4812015416666663,0.1569335649305554,0.1361619856150792
a3ed2fe218a724b4fepeni,2026-01-12 20:00:00,0.5279637499999996,25.0,78.0,0.0,20,1,0,0,0.5448080916666665,0.4535331666666665,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-12 21:00:00,0.0,25.4,78.0,0.0,21,1,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-12 22:00:00,0.0,25.4,77.0,0.0,22,1,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-12 23:00:00,0.0,25.2,79.0,0.0,23,1,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 00:00:00,0.0,25.0,81.0,0.0,0,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 01:00:00,0.0,24.7,84.0,0.0,1,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 02:00:00,0.0,24.5,82.0,0.0,2,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 03:00:00,0.0,24.2,85.0,0.0,3,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 04:00:00,0.0,24.0,86.0,0.0,4,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 05:00:00,0.0,23.9,86.0,0.0,5,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 06:00:00,0.0,24.0,85.0,0.0,6,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 07:00:00,0.0,24.2,82.0,0.0,7,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 08:00:00,0.0,24.4,84.0,0.0,8,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 09:00:00,0.0,25.2,80.0,0.0,9,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 10:00:00,0.0,26.5,75.0,0.0,10,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 11:00:00,0.0,27.2,70.0,0.1,11,2,0,0,0.0,0.0,0.156231717361111,0.1366050248015872
a3ed2fe218a724b4fepeni,2026-01-13 12:00:00,0.0246216666666663,27.4,72.0,0.2,12,2,0,0,0.0254071583333331,0.0211506166666663,0.1561989885416665,0.136625685813492
a3ed2fe218a724b4fepeni,2026-01-13 13:00:00,0.2543765749999996,28.1,69.0,0.1,13,2,0,0,0.262492283333333,0.2185154416666665,0.1558608340277776,0.136839144940476
a3ed2fe218a724b4fepeni,2026-01-13 14:00:00,0.3477605499999996,28.8,66.0,0.1,14,2,0,0,0.3588556833333333,0.2987344833333329,0.1553985368055554,0.1371309667658729
a3ed2fe218a724b4fepeni,2026-01-13 15:00:00,0.3853952916666664,28.7,66.0,0.1,15,2,0,0,0.3976910166666663,0.3310635249999996,0.1548862149305554,0.1374543701388887
a3ed2fe218a724b4fepeni,2026-01-13 16:00:00,0.4949252416666665,28.4,68.0,0.2,16,2,0,0,0.4971962583333333,0.3053452833333328,0.154791589236111,0.1385828222718253
a3ed2fe218a724b4fepeni,2026-01-13 17:00:00,0.5518084,28.0,71.0,0.0,17,2,0,0,0.5532862166666663,0.331097425,0.1547300135416665,0.1398965780753967
a3ed2fe218a724b4fepeni,2026-01-13 18:00:00,0.5649828583333332,27.3,77.0,0.0,18,2,0,0,0.5664959916666664,0.3390024333333331,0.1546669663194443,0.1412416996527776
a3ed2fe218a724b4fepeni,2026-01-13 19:00:00,0.5586766249999998,26.6,81.0,0.0,19,2,0,0,0.560172858333333,0.3352184583333329,0.1546046232638888,0.1425718077876983
a3ed2fe218a724b4fepeni,2026-01-13 20:00:00,0.5265534916666665,26.6,83.0,0.0,20,2,0,0,0.5279637499999996,0.3159439499999996,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-13 21:00:00,0.0,26.9,80.0,0.0,21,2,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-13 22:00:00,0.0,26.5,84.0,0.0,22,2,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-13 23:00:00,0.0,26.0,88.0,0.0,23,2,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 00:00:00,0.0,25.5,90.0,0.0,0,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 01:00:00,0.0,25.1,91.0,0.0,1,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 02:00:00,0.0,24.4,92.0,0.0,2,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 03:00:00,0.0,24.4,93.0,0.0,3,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 04:00:00,0.0,24.2,93.0,0.0,4,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 05:00:00,0.0,24.4,93.0,0.0,5,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 06:00:00,0.0,24.2,93.0,0.0,6,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 07:00:00,0.0,24.2,94.0,0.0,7,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 08:00:00,0.0,25.0,87.0,0.0,8,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 09:00:00,0.0,25.9,84.0,0.1,9,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 10:00:00,0.0,26.2,81.0,0.1,10,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 11:00:00,0.0,26.7,79.0,0.1,11,3,0,0,0.0,0.0,0.1545458624999999,0.1438254360119046
a3ed2fe218a724b4fepeni,2026-01-14 12:00:00,0.02455585,27.6,75.0,0.0,12,3,0,0,0.0246216666666663,0.014734133333333,0.1545431201388888,0.143883898611111
a3ed2fe218a724b4fepeni,2026-01-14 13:00:00,0.2536971166666663,29.0,70.0,0.0,13,3,0,0,0.2543765749999996,0.1522239916666666,0.1545148093749999,0.1444879053075396
a3ed2fe218a724b4fepeni,2026-01-14 14:00:00,0.3468316999999996,28.8,68.0,0.1,14,3,0,0,0.3477605499999996,0.2081067583333331,0.1544761072916666,0.1453136490079364
a3ed2fe218a724b4fepeni,2026-01-14 15:00:00,0.3843658333333333,29.8,61.0,0.1,15,3,0,0,0.3853952916666664,0.2306281499999998,0.1544332131944444,0.1462287542658729
a3ed2fe218a724b4fepeni,2026-01-14 16:00:00,0.5380186833333331,29.6,57.0,0.2,16,3,0,0,0.4949252416666665,0.4856348166666661,0.1562287732638888,0.1465405629960316
a3ed2fe218a724b4fepeni,2026-01-14 17:00:00,0.6033180083333329,27.9,65.0,0.0,17,3,0,0,0.5518084,0.5562236749999995,0.1583750069444443,0.1468208864087301
a3ed2fe218a724b4fepeni,2026-01-14 18:00:00,0.6177222583333333,26.6,72.0,0.0,18,3,0,0,0.5649828583333332,0.5695034999999999,0.1605724819444443,0.1471079028273808
a3ed2fe218a724b4fepeni,2026-01-14 19:00:00,0.6108273,26.2,75.0,0.0,19,3,0,0,0.5586766249999998,0.5631468,0.162745426736111,0.1473917153273808
a3ed2fe218a724b4fepeni,2026-01-14 20:00:00,0.5757056916666663,25.0,80.0,0.0,20,3,0,0,0.5265534916666665,0.5307666833333331,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-14 21:00:00,0.0,25.2,78.0,0.2,21,3,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-14 22:00:00,0.0,24.5,84.0,0.3,22,3,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-14 23:00:00,0.0,24.2,87.0,0.6,23,3,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 00:00:00,0.0,24.4,86.0,0.0,0,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 01:00:00,0.0,24.2,88.0,0.0,1,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 02:00:00,0.0,24.1,88.0,0.0,2,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 03:00:00,0.0,24.1,88.0,0.0,3,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 04:00:00,0.0,24.1,88.0,0.0,4,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 05:00:00,0.0,23.9,89.0,0.0,5,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 06:00:00,0.0,23.6,90.0,0.0,6,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 07:00:00,0.0,23.7,90.0,0.0,7,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 08:00:00,0.0,24.4,90.0,0.0,8,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 09:00:00,0.0,25.0,85.0,0.0,9,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 10:00:00,0.0,26.0,79.0,0.1,10,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 11:00:00,0.0,27.0,73.0,0.2,11,4,0,0,0.0,0.0,0.1647934350694443,0.1476592094246031
a3ed2fe218a724b4fepeni,2026-01-15 12:00:00,0.0268480666666663,27.5,69.0,0.1,12,4,0,0,0.02455585,0.0247523833333331,0.1648889440972221,0.1476716837301586
a3ed2fe218a724b4fepeni,2026-01-15 13:00:00,0.2773789499999996,28.1,67.0,0.4,13,4,0,0,0.2536971166666663,0.2545334999999997,0.1658756871527777,0.1478076685515872
a3ed2fe218a724b4fepeni,2026-01-15 14:00:00,0.3792073083333332,28.1,67.0,0.3,14,4,0,0,0.3468316999999996,0.3496068583333331,0.1672246708333332,0.1479838617063491
a3ed2fe218a724b4fepeni,2026-01-15 15:00:00,0.4202452416666663,28.2,66.0,0.3,15,4,0,0,0.3843658333333333,0.3874413249999998,0.1687196461805554,0.1481791231150792
a3ed2fe218a724b4fepeni,2026-01-15 16:00:00,0.4460538583333333,28.4,65.0,0.0,16,4,0,0,0.5380186833333331,0.3520136666666666,0.1648877784722221,0.1487388861607141
a3ed2fe218a724b4fepeni,2026-01-15 17:00:00,0.4900195,28.2,65.0,0.0,17,4,0,0,0.6033180083333329,0.3811230666666663,0.1601670072916665,0.1493870792162697
a3ed2fe218a724b4fepeni,2026-01-15 18:00:00,0.5017188,27.3,72.0,0.0,18,4,0,0,0.6177222583333333,0.3902223166666664,0.155333529861111,0.1500507487599205
a3ed2fe218a724b4fepeni,2026-01-15 19:00:00,0.4961187083333331,26.6,78.0,0.0,19,4,0,0,0.6108273,0.3858667749999998,0.1505540052083332,0.150707010267857
a3ed2fe218a724b4fepeni,2026-01-15 20:00:00,0.4675925749999998,26.5,78.0,0.0,20,4,0,0,0.5757056916666663,0.3636799749999998,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-15 21:00:00,0.0,25.8,82.0,0.0,21,4,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-15 22:00:00,0.0,25.5,84.0,0.0,22,4,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-15 23:00:00,0.0,25.1,86.0,0.0,23,4,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 00:00:00,0.0,24.9,88.0,0.0,0,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 01:00:00,0.0,24.8,90.0,0.0,1,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 02:00:00,0.0,24.5,91.0,0.0,2,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 03:00:00,0.0,24.7,87.0,0.0,3,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 04:00:00,0.0,24.6,82.0,0.0,4,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 05:00:00,0.0,24.1,82.0,0.0,5,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 06:00:00,0.0,23.8,84.0,0.0,6,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 07:00:00,0.0,23.7,84.0,0.0,7,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 08:00:00,0.0,24.7,82.0,0.0,8,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 09:00:00,0.0,26.3,74.0,0.0,9,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
a3ed2fe218a724b4fepeni,2026-01-16 10:00:00,0.0,27.8,66.0,0.0,10,5,0,0,0.0,0.0,0.1460492920138888,0.1513255376488094
